丢三落四|形容做事马虎粗心，不是丢了这个，就是忘了那个。
人面兽心|面貌虽然是人，但心肠象野兽一样凶狠。形容为人凶残卑鄙。
超然不群|超脱于世俗之外。不与众人合群。
当行本色|当行：内行。指内行并且是本来面貌。后亦指精通本行，而且成绩特别突出。
分甘绝少|绝：拒绝，引伸为不享受；甘：好吃的。好吃的东西让给人家，不多的东西与人共享。形容自己刻苦，待人优厚。
无征不信|征：证据，验证。没有证据的话或事不可信。
麦穗两歧|一根麦长两个穗。比喻年成好，粮食丰收。
排山压卵|比喻事情极容易成功，毫不费力。
擐甲挥戈|擐：穿上。甲：铠甲。戈：武器。身穿铠甲，手持武器。形容全副武装，英勇顽强。亦作“擐甲操戈”、“擐甲持戈”。
看菜吃饭|比喻根据具体情况办事。
捉衿肘见|衿，同“襟”。指整一整衣襟就露出了肘子。形容衣衫褴褛。引申为顾此失彼，处境困难。
不念僧面念佛面|不看僧面看佛面。
安常习故|习：习惯；故：旧例。安于常规，习惯旧例。形容按照常规和老套办事，守旧而不思变革。
出奇划策|犹言出谋划策。
义无旋踵|旋踵：把脚后跟转过来，比喻退缩。在道义上只能奋勇向前，毫不退缩。亦作“义不旋踵”。
大江东去|长江的水往东奔流而去。后借用为词牌名。多表示陈迹消逝，历史向前发展。
沥胆披肝|比喻开诚相见。也形容非常忠诚。
瞠目而视|瞪大眼睛看着。
花枝招颤|形容打扮得十分艳丽。同“花枝招展”。
爬梳洗剔|搜罗发掘，挑拣选择。同“爬梳剔抉”。
秋行夏令|令：时令。时已秋季，还在做夏令的事。指不合时令。
声气相投|指朋友间思想一致，性情投合。
粉骨碎身|指身躯粉碎，牺牲生命。
楚云湘雨|比喻男女幽情。
百岁之后|死的讳称。
杀人放火|指无法无天的强暴行为。
长篇大论|滔滔不绝的言论。多指内容烦琐、词句重复的长篇发言或文章。
雨散风流|比喻离散。
协私罔上|怀抱私情，欺骗君上。协，通“挟”。
怒火冲天|形容愤怒之极，无法抑制。
物阜民安|阜：丰富。物产丰富，人民安乐。
高不可攀|攀：抓住高处的东西向上爬。高得手也攀不到。形容难以达到。也形容人高高在上，使人难接近。
习与性成|性：性格。长期习惯于怎样，就会形成怎样的性格。有习惯成自然的意思。
回光反照|指日落时由于反射作用而天空中短时发亮。比喻人死前精神突然兴奋。也比喻事物灭亡前夕的短暂兴旺。
拔茅连茹|茅：白茅，一种多年生的草；茹：植物根部互相牵连的样子。比喻互相推荐，用一个人就连带引进许多人。
冰壸秋月|比喻人品德清白廉洁。
既往不咎|咎：责怪。原指已经做完或做过的事，就不必再责怪了。现指对以往的过错不再责备。
利齿能牙|口齿伶俐，能说会道。
挑牙料唇|摇动嘴唇。指吵嘴，争吵。
背曲腰弯|腰背弯曲。常指坐久或年老。同“背曲腰躬”。
火耨刀耕|犹火耕。多指比较原始的耕作方法。
改行从善|改变不良行为，诚心向善。同“改行为善”。
精义入神|精研事物的微义，达到神妙的境地。
鱼游沸釜|鱼在锅里游。比喻处境十分危险，有行将灭亡之虞。
一枕黄粱|比喻虚幻的梦想。
密约偷期|指相爱的男女秘密相会。
重床迭架|比喻重复繁多。
兢兢业业|兢兢：形容小心谨慎；业业：畏惧的样子。形容做事谨慎、勤恳。
滔天之罪|形容罪恶极大。
怙才骄物|犹言恃才傲物。仗着自己有才能，看不起人。
逸态横生|指清新美妙的姿态洋溢而出。
平分秋色|比喻双方各得一半，不分上下。
避世金马|以之比喻身为朝官而逃避世务。
项庄之剑，志在沛公|比喻说话和行动的真实意图别有所指。同“项庄舞剑，意在沛公”。
梦魂颠倒|比喻心神恍惚，失去常态。
禅絮沾泥|比喻禅寂之心受到尘世烦恼的沾染。
呼天抢地|抢地：触地。大声叫天，用头撞地。形容极度悲伤。
天若有情天亦老|天倘若有情意，也会因悲伤而衰老的。常用以形容强烈的伤感情绪。也指自然法则是坞的。
辞简义赅|文辞简要，意义完备。
苦不可言|痛苦或困苦到了极点，已经不能用言语来表达。
相对无言|指彼此相对说不出话来。
宛转蛾眉|宛转：轻而柔的起落。蛾眉：细而长的眉毛，指美丽的眼睛。漂亮的眼眉轻轻扬起。常用作美人的代称。
人情汹汹|形容人心动荡不安。同“人情恟恟”。
兵马未动，粮草先行|指出兵之前，先准备好粮食和草料。比喻在做某件事情之前，提前做好准备工作。
遏云绕梁|遏：停止。歌声优美，使游动的浮云为之停下来静听，似余音绕着屋梁，不愿散去。
龙蟠虎伏|雄踞的样子。
白发红颜|头发斑白而脸色红润。形容老年人容光焕发的样子。
摩顶放踵|从头顶到脚跟都擦伤了。形容不辞劳苦，不顾身体。
膏梁纨袴|膏梁：肥肉和细粮；纨绔：细绢做的裤子。借指富贵人家子弟。
手无寸铁|寸：形容细微短小；铁：指武器。手里没有任何武器。
锦绣河山|形容壮丽华美的祖国山河。
鹯视狼顾|指如同鹯狼视物。形容目光贪婪。
企踵可待|比喻很快就可以等到。
克伐怨欲|①指好胜、骄傲、忌刻、贪婪四种恶德。②指关于四种恶德的理论。
足兵足食|粮食、军备充足。
米粒之珠|比喻细微弱小的东西。
后人把滑|比喻吸取人家失败的教训，小心谨慎，免得再失事。
七长八短|形容高矮、长短不齐。也指不幸的事。
破奸发伏|揭露隐藏的坏人。
惩忿窒欲|惩：惩戒；忿：愤怒；窒：抑止；欲：嗜欲。克制愤怒，抑制嗜欲。
抟沙作饭|比喻白费心思。
燕骏千金|后以之为招纳贤士之典。
观者如市|形容观看的人多。
叩阍无路|叩：敲。阍：宫门。无法敲到宫廷的门。形容百姓无处伸冤。亦作“叩阍无计”、“叩天无路”。
探头探脑|探：头或上体向前伸出。伸着头向左右张望。形容鬼鬼祟祟的探望。
亡国之器|指象箸、玉杯之类的器皿，古代作为骄奢亡国的象征。
涕泗交下|眼泪鼻涕一起流下。形容痛哭的样子。同“涕泗交流”。
丝来线去|比喻纠缠连挂。
连舆并席|形容亲密友爱。同“连舆接席”。
闳意妙指|指宏大微妙的意旨。指，同“旨”，意义，目的。
谆谆告诫|谆谆：教诲不倦的样子；告诫：规劝。恳切耐心地劝告。
热情洋溢|热烈的感情充分地流露出来。
撑肠拄腹|比喻容受很多。也形容肚子吃得非常饱。
同甘共苦|甘：甜。共同享受幸福，共同担当艰苦。
穷寇勿追|不追无路可走的敌人，以免敌人情急反扑，造成自己的损失。也比喻不可逼人太甚。
像形夺名|比拟其形状，而讹易本名。
辙乱旗靡|辙：车辙；靡：倒下。车辙错乱，旗子倒下。形容军队溃败逃窜。
敢怨而不敢言|内心怨恨但不敢说出来。
知其一，不知其二|知道事物的一方面，不知道还有另一方面。形容对事物的了解不全面。
男女老幼|泛指所有的人。
倚门倚闾|闾：古代里巷的门。形容父母盼望子女归来的迫切心情。
饮冰茹蘖|指生活清苦，为人清白。同“饮冰食蘖”。
大马金刀|①形容豪爽，气派大。②形容说话直率锋利，不留情面。
拘奇抉异|指搜求奇异的文句。
虎卧龙跳|形容字势雄浑超逸。
俗不可耐|俗：庸俗；耐：忍受得住。庸俗得使人受不了。
同归殊涂|原指天下万事初虽异，然终究同归于一。后泛指途径不同而结果相同。
磊落轶荡|轶荡：旷达。心胸坦白，行为无所拘忌。
宴安鸩毒|比喻耽于逸乐而杀身。
歌台舞榭|榭：建筑在高台上的房屋。演奏乐曲、表演歌舞的场所。
靠山吃山，靠水吃水|比喻自己所在的地方有什么条件，就依靠什么条件生活。
鸿俦鹤侣|鸿、鹤皆为群居高飞之鸟，因用以比喻高洁、杰出之辈。
圣神文武|称颂帝王或杰出人物之词。
一体同心|一体：一个整体；同心：齐心。比喻关系密切，共同一心。
虎步龙行|原形容帝王的仪态不同一般。后也形容将军的英武姿态。
鸾飘凤泊|飘、泊：随流飘荡。原形容书法笔势潇洒飘逸，后比喻夫妻离散或文人失意。
耳闻则诵|听过就能背出来。形容记忆力强。
血口喷人|比喻用恶毒的话污蔑或辱骂别人。
穷而后工|旧时认为文人越是穷困不得志，诗文就写得越好。
兵不雪刃|兵器上没有沾上血。形容未经战斗就轻易取得了胜利。
白水鉴心|白水：清水；鉴：照。清澈的水能照见人的心。形容人心像明净的水一样纯洁。
腹背受敌|腹：指前面；背：指后面。前后受到敌人的夹攻。
山珍海味|海错：指各种海味。山野和海里出产的各种珍贵食品。泛指丰富的菜肴。
大做文章|比喻为达到某种目的，在某些问题上横生枝节，或借题发挥，扩大事态。
一笑了事|笑一笑就算了事，指不予重视。同“一笑了之”。
积简充栋|书简堆积，充塞屋子。形容文章极多。
挥金如土|挥：散。把钱财当成泥土一样挥霍。形容极端挥霍浪费。
审时度势|审：仔细研究；时：时局；度：估计；势：发展趋势。观察分析时势，估计情况的变化。
冠绝一时|冠绝：遥遥领先，位居第一。形容在某一时期内超出同辈，首屈一指。
骏骨牵盐|指才华遭到抑制。
黑言诳语|犹言胡言乱语。指没有根据，不符实际的瞎说，或说胡话。
欢天喜地|形容非常高兴。
旁引曲证|广泛征引，委曲证明。
高高挂起|认为事情与己无关，把它搁在一边不管。
饰非掩过|粉饰掩盖过失、错误。同“饰非文过”。
鹤短凫长|比喻颠倒是非，妄加评论。
款曲周至|款曲：殷勤。待人殷勤，照顾周到细致。
规行矩步|规、矩：圆规和角尺，引伸为准则；步：用脚走。指严格按照规矩办事，毫不苟且。也指办事死板，不灵活。
谑浪笑敖|形容戏谑笑闹。
君子好逑|逑，通“仇”。仇:配偶。原指君子的佳偶。后遂用为男子追求佳偶之套语。
武艺超群|武艺：武术上的本领。也指军事、战斗的本领。形容武艺高强，超出一般人。
吞风饮雨|犹言餐风宿露。形容四处奔波，生活艰辛。
大声疾呼|疾：快。大声呼喊，引起人们注意。
文人相轻|指文人之间互相看不起。
借书留真|指借别人的书，抄写后留下正本，把抄本还给别人。
龙雕凤咀|比喻辞藻之美。
树元立嫡|指立嫡长子为储君。
救民于水火|救：拯救；水火：比喻灾难。把人民从深重的灾难中拯救出来。
雍荣雅步|形容态度从容大方，举止不俗。
存而不论|存：保留。指把问题保留下来，暂不讨论。
逸趣横生|指超逸不俗的情趣洋溢而出。
流水游龙|比喻川流不息的车马。
拨云见日|拨开乌云见到太阳。比喻冲破黑暗见到光明。也比喻疑团消除，心里顿时明白。
謷牙诘屈|同“诘屈聱牙”。謷，通“聱”。诘屈：同“佶屈”，曲折，引申为不顺
根株结盘|树木的根与干盘曲相结。比喻关系错综牢固。
清辞丽曲|指清新美丽的词曲。同“清词丽句”。
周郎顾曲|原指周瑜业于音乐。后泛指通音乐戏曲的人。
餐松啖柏|以松柏的叶实充饥。形容修仙学道者超尘脱俗的生活。
指日高升|指很快就可升官。旧时官场预祝之词。
